time;memory
1708;16480
1709;16480
1750;16480
1708;16480
1750;16480
1708;16480
1708;16480
1750;16480
1750;16480
1708;16480
1750;16480
1750;16480
1750;16480
1708;16480
1750;16480
1750;16480
1792;16480
1750;16480
1750;16480
1792;16480
1750;16480
1750;16480
1750;16480
1792;16480
1792;16480
1792;16480
1792;16480
1750;16480
1750;16480
1791;16480
1792;16480
1750;16480
1792;16480
1791;16480
1792;16480
1792;16480
1791;16480
1792;16480
1791;16480
1833;16480
1792;16480
1833;16480
1792;16480
1875;16480
1833;16480
1917;16480
1792;16480
1834;16480
1833;16480
1833;16480
1834;16480
1833;16480
1834;16480
1834;16480
1833;16480
1834;16480
1834;16480
1875;16480
1834;16480
1833;16480
1833;16480
1834;16480
1875;16480
1833;16480
1875;16480
1834;16480
1834;16480
1875;16480
1875;16480
1875;16480
1875;16480
1875;16480
1875;16480
1875;16480
1875;16480
1875;16480
1917;16480
1917;16480
1875;16480
1875;16480
1917;16480
1917;16480
1875;16480
1917;16480
1917;16480
1917;16480
1917;16480
1875;16480
1917;16480
1917;16480
1917;16480
1959;16480
1959;16480
1958;16480
1917;16480
1917;16480
1958;16480
1959;16480
1959;16480
1958;16480
1917;16480
1958;16480
1916;16480
1917;16480
1958;16480
1958;16480
1958;16480
1959;16480
2000;16480
1958;16480
1958;16480
1959;16480
1958;16480
2000;16480
1959;16480
2000;16480
1958;16480
2000;16480
2000;16480
2000;16480
2000;16480
2000;16480
2000;16480
2000;16480
2000;16480
2000;16480
2000;16480
1959;16480
2000;16480
2041;16480
2000;16480
2000;16480
1959;16480
2000;16480
2000;16480
2041;16480
2042;16480
2125;16480
2000;16480
2042;16480
2042;16480
2042;16480
2125;16480
2042;16480
2042;16480
2041;16480
2041;16480
2166;16480
2208;16480
2042;16480
2083;16480
2084;16480
2084;16480
2166;16480
2125;16480
2250;16480
2125;16480
2125;16480
2083;16480
2125;16480
2250;16480
2125;16480
2250;16480
2209;16480
2083;16480
2125;16480
2125;16480
2208;16480
2125;16480
2083;16480
2166;16480
2167;16480
2083;16480
2250;16480
2125;16480
2208;16480
2250;16480
2125;16480
2125;16480
2125;16480
7042;16480
2125;16496
2125;16496
2125;16496
2166;16496
2166;16496
2167;16496
2167;16496
2166;16496
2167;16496
2167;16496
2166;16496
2209;16496
2167;16496
2166;16496
2167;16496
2167;16496
2209;16496
2166;16496
2167;16496
2208;16496
2208;16496
2208;16496
2166;16496
2208;16496
2208;16496
2209;16496
2208;16496
2209;16496
2167;16496
2250;16496
2208;16496
2250;16496
2250;16496
2209;16496
2208;16496
2250;16496
2250;16496
2250;16496
2209;16496
2250;16496
2250;16496
2250;16496
2250;16496
2250;16496
2250;16496
2250;16496
2250;16496
2250;16496
2292;16496
2250;16496
2250;16496
2250;16496
2292;16496
2250;16496
2292;16496
2292;16496
2292;16496
2250;16496
2250;16496
2250;16496
2292;16496
2291;16496
2291;16496
2292;16496
2333;16496
2292;16496
2292;16496
2292;16496
2333;16496
2333;16496
2291;16496
2292;16496
2333;16496
2333;16496
2333;16496
2291;16496
2292;16496
2333;16496
2333;16496
2292;16496
2333;16496
2333;16496
2333;16496
2333;16496
2292;16496
2333;16496
2333;16496
2334;16496
2375;16496
2375;16496
2333;16496
2375;16496
2375;16496
2375;16496
2375;16496
2375;16496
2375;16496
2375;16496
2375;16496
2375;16496
2375;16496
2333;16496
2375;16496
2375;16496
2375;16496
2375;16496
2417;16496
2375;16496
2375;16496
2416;16496
2417;16496
2375;16496
2416;16496
2375;16496
2417;16496
2417;16496
2417;16496
2417;16496
2417;16496
2417;16496
2417;16496
2459;16496
2416;16496
2458;16496
2417;16496
2375;16496
2459;16496
2416;16496
2416;16496
2458;16496
2458;16496
2458;16496
2459;16496
2417;16496
2459;16496
2458;16496
2500;16496
2459;16496
2583;16496
2583;16496
2625;16496
2500;16496
2500;16496
2458;16496
2542;16496
2458;16496
2500;16496
2500;16496
2458;16496
2500;16496
2625;16496
2542;16496
2500;16496
2500;16496
2500;16496
2500;16496
2500;16496
2500;16496
2542;16496
2500;16496
2541;16496
2542;16496
2500;16496
2542;16496
2542;16496
2541;16496
2500;16496
2500;16496
2542;16496
2541;16496
2541;16496
2542;16496
2500;16496
2541;16496
2541;16496
2541;16496
2583;16496
2541;16496
2541;16496
2542;16496
2542;16496
2583;16496
2500;16496
2583;16496
2583;16496
2584;16496
2541;16496
2583;16496
2584;16496
2584;16496
2584;16496
2625;16496
2584;16496
2584;16496
2625;16496
2625;16496
2583;16496
2625;16496
2583;16496
2625;16496
2583;16496
2666;16496
2625;16496
2625;16496
2625;16496
2833;16496
2625;16496
2667;16496
2625;16496
2625;16496
2625;16496
2625;16496
2625;16496
2625;16496
2625;16496
2625;16496
2625;16496
2708;16496
2625;16496
2625;16496
2625;16496
2709;16496
2667;16496
2667;16496
2667;16496
2666;16496
2667;16496
2667;16496
2666;16496
2667;16496
2708;16496
2708;16496
2667;16496
2708;16496
2709;16496
2708;16496
2666;16496
2708;16496
2792;16496
2708;16496
2709;16496
2709;16496
2709;16496
2709;16496
2708;16496
2708;16496
2708;16496
2708;16496
2709;16496
2750;16496
2709;16496
2708;16496
2750;16496
2750;16496
2750;16496
2750;16496
2709;16496
2708;16496
2750;16496
2709;16496
2833;16496
2750;16496
2709;16496
2875;16496
2750;16496
2750;16496
2792;16496
2750;16496
2750;16496
2750;16496
2750;16496
2792;16496
2791;16496
2792;16496
2750;16496
2792;16496
2792;16496
2792;16496
2792;16496
2792;16496
2792;16496
2791;16496
2834;16496
2833;16496
2791;16496
2792;16496
2833;16496
2875;16496
2833;16496
2792;16496
2791;16496
2833;16496
2833;16496
2834;16496
2792;16496
2958;16496
2834;16496
2833;16496
2833;16496
2834;16496
2833;16496
2833;16496
2833;16496
2833;16496
2875;16496
2875;16496
2875;16496
2875;16496
2833;16496
2875;16496
2875;16496
2875;16496
2875;16496
2875;16496
3000;16496
2875;16496
2875;16496
2916;16496
2875;16496
2958;16496
3000;16496
2875;16496
2875;16496
2917;16496
3000;16496
2916;16496
2916;16496
2917;16496
2917;16496
2917;16496
2917;16496
2916;16496
2917;16496
2916;16496
2916;16496
2917;16496
2917;16496
2916;16496
2916;16496
2916;16496
2917;16496
2917;16496
2959;16496
2916;16496
2916;16496
2958;16496
2959;16496
2958;16496
2958;16496
2959;16496
2958;16496
2958;16496
2958;16496
2958;16496
2958;16496
3000;16496
3000;16496
3000;16496
3000;16496
2959;16496
2959;16496
2958;16496
3000;16496
3000;16496
2958;16496
3000;16496
3000;16496
3000;16496
3000;16496
3000;16496
3000;16496
3000;16496
3041;16496
3000;16496
3000;16496
3000;16496
3000;16496
3000;16496
3000;16496
3000;16496
3042;16496
3000;16496
3167;16496
24625;16496
3083;16544
3042;16544
3041;16544
3042;16544
3041;16544
3041;16544
3042;16544
3083;16544
3042;16544
3042;16544
3083;16544
3083;16544
3083;16544
3084;16544
3042;16544
3083;16544
3083;16544
3208;16544
3042;16544
3084;16544
3083;16544
3083;16544
3083;16544
3250;16544
3125;16544
3209;16544
3167;16544
3084;16544
3083;16544
3083;16544
3209;16544
3083;16544
3125;16544
3083;16544
3084;16544
3125;16544
3125;16544
3083;16544
3084;16544
3084;16544
3125;16544
3125;16544
3125;16544
3125;16544
3125;16544
3166;16544
3125;16544
3167;16544
3166;16544
3167;16544
3125;16544
3166;16544
3166;16544
3167;16544
3166;16544
3083;16544
3167;16544
3167;16544
3167;16544
3166;16544
3167;16544
3167;16544
3166;16544
3166;16544
3250;16544
3209;16544
3208;16544
3166;16544
3208;16544
3208;16544
3167;16544
3166;16544
3208;16544
3208;16544
3208;16544
3208;16544
3208;16544
3208;16544
3334;16544
3209;16544
3250;16544
3250;16544
3208;16544
3250;16544
3209;16544
3250;16544
3250;16544
3208;16544
3250;16544
3250;16544
3250;16544
3250;16544
3250;16544
3250;16544
3250;16544
3292;16544
3250;16544
3250;16544
3292;16544
3250;16544
3250;16544
3291;16544
3250;16544
3250;16544
3292;16544
3292;16544
3291;16544
3292;16544
3291;16544
3291;16544
3291;16544
3292;16544
3291;16544
3291;16544
3292;16544
3292;16544
3291;16544
3292;16544
3333;16544
3291;16544
3292;16544
3333;16544
3333;16544
3334;16544
3292;16544
3334;16544
3333;16544
3333;16544
3333;16544
3333;16544
3333;16544
3333;16544
3375;16544
3334;16544
3334;16544
3375;16544
3333;16544
3375;16544
3416;16544
3375;16544
3375;16544
3375;16544
3334;16544
3375;16544
3375;16544
3375;16544
3375;16544
3375;16544
3375;16544
3458;16544
3417;16544
3375;16544
3417;16544
3375;16544
3417;16544
3417;16544
3375;16544
3375;16544
3417;16544
3416;16544
3417;16544
3375;16544
3416;16544
3417;16544
3417;16544
3416;16544
3417;16544
3375;16544
3459;16544
3417;16544
3416;16544
3416;16544
3417;16544
3459;16544
3458;16544
3458;16544
3417;16544
3459;16544
3417;16544
3458;16544
3458;16544
3459;16544
3459;16544
3459;16544
3458;16544
3500;16544
3458;16544
3500;16544
3458;16544
3459;16544
3458;16544
3500;16544
3500;16544
3458;16544
3500;16544
3458;16544
3459;16544
3458;16544
3500;16544
3500;16544
3500;16544
3541;16544
3500;16544
3500;16544
3500;16544
3500;16544
3542;16544
3542;16544
3542;16544
3542;16544
3542;16544
3500;16544
3500;16544
3542;16544
3542;16544
3542;16544
3500;16544
3542;16544
3584;16544
3583;16544
3500;16544
3584;16544
3542;16544
3583;16544
3959;16544
3041;16544
3042;16544
3042;16544
3042;16544
3041;16544
3042;16544
3041;16544
3083;16544
3083;16544
3084;16544
3084;16544
3083;16544
3042;16544
3083;16544
3083;16544
3083;16544
3084;16544
3083;16544
3083;16544
3083;16544
3042;16544
3125;16544
3083;16544
3084;16544
3083;16544
3083;16544
3083;16544
3125;16544
3083;16544
3125;16544
3084;16544
3125;16544
3125;16544
3167;16544
3083;16544
3125;16544
3125;16544
3125;16544
3125;16544
3250;16544
3250;16544
3125;16544
3125;16544
3125;16544
3125;16544
3167;16544
3125;16544
3125;16544
3167;16544
3167;16544
3125;16544
3209;16544
3166;16544
3125;16544
3166;16544
3167;16544
3167;16544
3125;16544
3125;16544
3167;16544
3167;16544
3167;16544
3167;16544
3167;16544
3209;16544
3208;16544
3167;16544
3167;16544
3167;16544
3166;16544
3166;16544
3209;16544
3167;16544
3208;16544
3167;16544
3208;16544
3209;16544
3208;16544
3209;16544
3125;16544
3208;16544
3208;16544
3208;16544
3209;16544
3208;16544
3250;16544
3208;16544
3208;16544
3209;16544
3208;16544
3250;16544
3250;16544
3209;16544
3208;16544
3208;16544
3208;16544
3208;16544
3292;16544
3250;16544
3250;16544
3250;16544
3250;16544
3250;16544
3250;16544
3250;16544
3375;16544
3250;16544
3291;16544
3250;16544
3292;16544
3250;16544
3250;16544
3291;16544
3250;16544
3292;16544
3250;16544
3250;16544
6209;16544
3291;16544
3291;16544
3292;16544
3417;16544
3292;16544
3292;16544
3291;16544
3333;16544
3292;16544
3292;16544
3292;16544
3292;16544
3292;16544
3292;16544
3292;16544
3334;16544
3250;16544
3333;16544
3334;16544
3334;16544
3334;16544
3334;16544
3291;16544
3291;16544
3333;16544
3334;16544
3334;16544
3334;16544
3334;16544
3333;16544
3334;16544
3333;16544
3333;16544
3292;16544
3333;16544
3375;16544
3333;16544
3333;16544
3375;16544
3334;16544
3334;16544
3375;16544
3334;16544
3375;16544
3375;16544
3333;16544
3375;16544
3375;16544
3375;16544
3333;16544
3334;16544
3458;16544
3375;16544
3542;16544
3375;16544
3375;16544
3375;16544
3416;16544
3416;16544
3375;16544
3417;16544
3375;16544
3417;16544
3416;16544
3416;16544
3459;16544
3416;16544
3375;16544
3417;16544
3417;16544
3416;16544
3417;16544
3417;16544
3417;16544
3417;16544
3417;16544
3542;16544
3416;16544
3417;16544
3417;16544
3458;16544
3458;16544
3458;16544
3417;16544
3458;16544
3459;16544
3459;16544
3458;16544
3459;16544
3417;16544
3459;16544
3458;16544
3458;16544
3500;16544
3500;16544
3458;16544
3458;16544
3458;16544
3500;16544
3458;16544
3458;16544
3500;16544
3500;16544
3500;16544
3500;16544
3500;16544
3500;16544
3500;16544
3459;16544
3500;16544
3500;16544
3500;16544
3500;16544
3458;16544
3500;16544
3667;16544
3542;16544
3500;16544
3500;16544
3500;16544
3500;16544
3500;16544
3625;16544
3542;16544
3500;16544
3500;16544
3666;16544
3500;16544
3542;16544
3542;16544
3542;16544
3667;16544
3542;16544
3584;16544
3584;16544
3541;16544
3583;16544
3542;16544
3666;16544
3584;16544
3541;16544
3542;16544
3542;16544
3583;16544
3542;16544
3584;16544
3584;16544
3584;16544
3583;16544
3583;16544
3583;16544
3667;16544
3583;16544
3583;16544
3583;16544
3625;16544
3708;16544
3709;16544
3583;16544
3583;16544
3583;16544
3583;16544
3584;16544
3583;16544
3625;16544
3584;16544
3625;16544
3625;16544
3709;16544
3625;16544
3625;16544
3625;16544
3625;16544
3625;16544
3625;16544
3625;16544
3750;16544
3625;16544
3625;16544
3666;16544
3625;16544
3625;16544
3667;16544
3667;16544
3666;16544
3666;16544
3667;16544
3666;16544
3708;16544
3667;16544
3667;16544
3792;16544
3666;16544
3792;16544
3792;16544
3709;16544
3792;16544
3666;16544
3667;16544
3667;16544
3667;16544
3708;16544
3666;16544
3708;16544
3667;16544
3708;16544
3666;16544
3709;16544
3667;16544
3709;16544
3834;16544
3708;16544
3708;16544
3709;16544
3708;16544
3708;16544
3875;16544
3833;16544
3708;16544
3750;16544
3750;16544
3708;16544
3708;16544
3750;16544
3708;16544
3709;16544
3750;16544
3750;16544
3875;16544
3750;16544
3750;16544
3750;16544
3750;16544
3750;16544
3750;16544
3875;16544
3750;16544
3750;16544
3792;16544
3792;16544
3750;16544
3750;16544
3750;16544
3750;16544
3792;16544
3792;16544
3791;16544
3791;16544
3750;16544
3750;16544
3792;16544
3791;16544
3792;16544
3792;16544
3917;16544
3791;16544
3792;16544
3791;16544
3792;16544
3792;16544
3792;16544
3791;16544
3833;16544
3792;16544
3833;16544
3833;16544
3834;16544
3833;16544
3833;16544
3833;16544
3792;16544
3833;16544
3833;16544
3792;16544
3834;16544
3834;16544
3833;16544
3833;16544
3834;16544
3834;16544
3833;16544
3833;16544
3875;16544
3833;16544
3834;16544
3833;16544
3833;16544
3875;16544
3875;16544
3833;16544
3834;16544
3833;16544
3875;16544
3833;16544
3875;16544
3834;16544
4000;16544
4000;16544
3875;16544
3875;16544
3875;16544
4000;16544
3875;16544
3916;16544
3875;16544
3875;16544
3916;16544
3875;16544
3916;16544
3917;16544
3875;16544
3875;16544
3917;16544
3917;16544
3916;16544
3875;16544
3917;16544
3917;16544
3917;16544
3917;16544
4000;16544
4042;16544
3958;16544
3917;16544
4083;16544
4042;16544
4000;16544
3917;16544
3958;16544
3958;16544
3958;16544
3916;16544
3916;16544
3916;16544
3917;16544
4083;16544
3959;16544
4083;16544
3959;16544
3958;16544
3916;16544
3958;16544
3959;16544
3959;16544
3916;16544
4000;16544
4000;16544
3959;16544
3958;16544
3958;16544
4000;16544
4000;16544
3959;16544
3958;16544
4000;16544
4000;16544
3959;16544
3958;16544
4000;16544
4000;16544
4000;16544
4000;16544
4000;16544
4083;16544
4000;16544
4000;16544
4000;16544
4000;16544
4041;16544
4000;16544
4042;16544
4042;16544
4000;16544
4042;16544
4000;16544
4000;16544
4041;16544
4042;16544
4042;16544
4042;16544
4084;16544
4041;16544
4041;16544
4041;16544
4041;16544
4041;16544
4042;16544
4042;16544
4041;16544
4083;16544
4083;16544
4083;16544
4042;16544
4042;16544
4042;16544
4041;16544
4083;16544
4084;16544
4042;16544
4083;16544
4083;16544
4083;16544
4084;16544
4125;16544
4084;16544
4125;16544
4041;16544
4083;16544
4083;16544
4125;16544
4083;16544
4084;16544
4125;16544
4083;16544
4125;16544
4125;16544
4125;16544
4125;16544
4125;16544
4125;16544
4166;16544
4125;16544
4125;16544
4125;16544
4042;16544
4167;16544
4166;16544
4167;16544
4167;16544
4042;16544
4125;16544
4125;16544
4166;16544
4167;16544
4125;16544
4167;16544
4167;16544
4167;16544
4167;16544
4166;16544
4167;16544
4167;16544
4166;16544
4166;16544
4167;16544
4208;16544
4166;16544
4208;16544
4167;16544
4167;16544
4208;16544
4208;16544
4208;16544
4166;16544
4166;16544
4208;16544
4208;16544
4125;16544
4208;16544
4208;16544
4208;16544
4208;16544
4209;16544
4208;16544
4208;16544
4208;16544
4208;16544
4208;16544
4250;16544
4250;16544
4208;16544
4208;16544
4250;16544
4250;16544
4250;16544
4208;16544
4209;16544
4250;16544
4209;16544
4250;16544
4250;16544
4250;16544
4250;16544
4250;16544
4250;16544
4250;16544
4250;16544
4250;16544
4250;16544
4250;16544
4250;16544
4250;16544
4250;16544
4250;16544
4375;16544
4250;16544
4250;16544
4250;16544
4291;16544
4292;16544
4292;16544
4292;16544
4250;16544
4292;16544
4292;16544
4292;16544
4333;16544
4291;16544
4292;16544
4333;16544
4291;16544
4291;16544
4291;16544
4292;16544
4333;16544
4292;16544
4292;16544
4292;16544
4333;16544
4333;16544
4334;16544
4292;16544
4333;16544
4291;16544
4333;16544
4333;16544
4333;16544
4333;16544
4334;16544
4334;16544
4334;16544
4334;16544
4375;16544
4334;16544
4292;16544
4333;16544
4375;16544
4375;16544
4375;16544
4333;16544
4375;16544
4375;16544
4333;16544
4375;16544
4375;16544
4375;16544
4375;16544
4375;16544
4417;16544
4375;16544
4375;16544
4375;16544
4417;16544
4375;16544
4416;16544
4417;16544
4375;16544
4417;16544
4417;16544
4417;16544
4416;16544
4416;16544
4417;16544
4375;16544
4417;16544
4416;16544
4416;16544
4416;16544
4416;16544
4417;16544
4417;16544
4459;16544
4416;16544
4458;16544
4458;16544
4416;16544
4417;16544
4458;16544
4416;16544
4458;16544
4458;16544
4459;16544
4458;16544
4458;16544
4459;16544
4458;16544
4458;16544
4458;16544
4459;16544
4500;16544
4500;16544
4459;16544
4458;16544
4458;16544
4417;16544
4458;16544
4459;16544
4459;16544
4500;16544
4459;16544
4500;16544
4500;16544
4500;16544
4500;16544
4500;16544
4500;16544
4500;16544
4458;16544
4583;16544
4500;16544
4500;16544
4500;16544
4500;16544
4542;16544
4500;16544
4541;16544
4500;16544
4500;16544
4542;16544
4500;16544
4542;16544
4542;16544
4500;16544
4541;16544
4500;16544
4541;16544
4542;16544
4500;16544
4542;16544
4542;16544
4541;16544
4542;16544
4583;16544
4541;16544
4542;16544
4541;16544
4583;16544
4542;16544
4542;16544
4583;16544
4542;16544
4666;16544
3916;16544
4000;16544
4000;16544
3958;16544
3959;16544
4000;16544
3958;16544
3959;16544
3917;16544
4000;16544
4000;16544
4000;16544
4000;16544
3959;16544
4000;16544
4000;16544
4000;16544
4000;16544
4000;16544
4000;16544
4000;16544
4000;16544
4000;16544
4000;16544
4000;16544
4000;16544
4000;16544
4000;16544
4000;16544
4041;16544
4041;16544
4000;16544
4000;16544
4042;16544
4042;16544
4041;16544
4042;16544
4041;16544
4042;16544
4000;16544
4000;16544
4000;16544
4000;16544
4000;16544
4042;16544
4042;16544
4041;16544
4042;16544
4042;16544
4041;16544
4042;16544
4042;16544
4041;16544
4041;16544
4084;16544
4041;16544
4042;16544
4083;16544
4083;16544
4041;16544
4083;16544
4041;16544
4083;16544
4042;16544
4083;16544
4083;16544
4084;16544
4084;16544
4083;16544
4083;16544
4084;16544
4083;16544
4083;16544
4084;16544
4083;16544
4083;16544
4083;16544
4084;16544
4083;16544
4125;16544
4125;16544
4083;16544
4125;16544
4083;16544
4083;16544
4125;16544
4125;16544
4125;16544
4125;16544
4125;16544
4125;16544
4125;16544
4125;16544
4125;16544
4167;16544
4166;16544
4125;16544
4167;16544
4125;16544
4125;16544
4167;16544
4125;16544
4125;16544
4125;16544
4125;16544
4167;16544
4125;16544
4125;16544
4125;16544
4167;16544
4166;16544
4166;16544
4125;16544
